filename,mae,mse,rmse,nrmse,nmse,psnr,ssim,corr
POCEMR001_T2.nii.gz,0.098262444,0.038890816,0.19720754,0.08092894,0.24266022,20.12212920856821,0.6735343012659583,0.87749135
POCEMR003_T2.nii.gz,0.08984606,0.037957765,0.19482753,0.07811897,0.19771808,20.227593204007967,0.7184272446663531,0.8975306
POCEMR004_T2.nii.gz,0.08643056,0.033394255,0.18274096,0.0721771,0.17211497,20.783882078907293,0.7270542679416461,0.9110329
POCEMR005_T2.nii.gz,0.091064125,0.03874836,0.19684604,0.07968092,0.1602882,20.138066866828957,0.7604406360017186,0.9175559
POCEMR006_T2.nii.gz,0.07878374,0.027858224,0.16690783,0.06636349,0.1514155,21.57106594296389,0.730255905120342,0.92229277
POCEMR007_T2.nii.gz,0.10001947,0.043491445,0.20854603,0.086033,0.1947328,19.636561554769184,0.7128693529158586,0.9003862
POCEMR008_T2.nii.gz,0.081730776,0.030040396,0.17332165,0.067521274,0.14627805,21.24354313361641,0.7454228722003442,0.92468834
POCEMR010_T2.nii.gz,0.096160576,0.04080265,0.20199665,0.07918366,0.2118595,19.91371639190355,0.6976363057599019,0.89242536
POCEMR012_T2.nii.gz,0.08228606,0.027915638,0.16707973,0.06788532,0.14517851,21.56212419435606,0.7295841457438104,0.9250962
POCEMR014_T2.nii.gz,0.0933157,0.035638977,0.18878289,0.07513373,0.18075635,20.501347587322062,0.7188573710392808,0.90623784
POCEMR015_T2.nii.gz,0.09046266,0.03988658,0.19971624,0.07885726,0.17371523,20.01233191553659,0.7417020090365479,0.9099041
POCEMR018_T2.nii.gz,0.096322425,0.038205802,0.19546305,0.078070916,0.2107846,20.199306200094213,0.7092606483314838,0.892717
POCEMR019_T2.nii.gz,0.083339736,0.033983223,0.1843454,0.072430916,0.18363549,20.70795394362072,0.7419547143308225,0.9050541
POCEMR022_T2.nii.gz,0.08741726,0.035399966,0.18814878,0.07237141,0.16040817,20.53057126984147,0.7502076489313131,0.9180453
POCEMR023_T2.nii.gz,0.08006272,0.03118489,0.17659244,0.06969853,0.15259716,21.08115762058222,0.7579765520208539,0.92178726
POCEMR024_T2.nii.gz,0.08350442,0.030998036,0.1760626,0.07364199,0.15245166,21.10725818818413,0.7651169033251025,0.9218886
POCEMR028_T2.nii.gz,0.077900425,0.028259844,0.16810665,0.06662637,0.12722982,21.508902191071755,0.7906297397108571,0.935177
POCEMR029_T2.nii.gz,0.094858676,0.038139258,0.19529274,0.07887392,0.19585957,20.206877840189797,0.7076764274954468,0.8989935
POCEMR031_T2.nii.gz,0.08934064,0.033598535,0.18329903,0.07177035,0.1668131,20.757396241036957,0.7322000323880642,0.9141743
POCEMR032_T2.nii.gz,0.09904821,0.04117503,0.20291631,0.07825717,0.2232986,19.87426046576466,0.6997438301735153,0.8842931
POCEMR033_T2.nii.gz,0.089707606,0.031245653,0.1767644,0.070475414,0.15700553,21.072703874109273,0.7162919354976526,0.91930753
POCEMR035_T2.nii.gz,0.078689225,0.024507677,0.15654927,0.064527065,0.11999556,22.12757842902771,0.7736468461314949,0.9397656
POCEMR038_T2.nii.gz,0.10128767,0.040023346,0.20005836,0.0799536,0.18164015,19.99746621830176,0.7115501096063829,0.9080416
POCEMR039_T2.nii.gz,0.08155836,0.02839035,0.16849436,0.0704932,0.14011069,21.488892617323447,0.7767733225424505,0.9289111
POCEMR043_T2.nii.gz,0.08365879,0.029491208,0.17173004,0.07428145,0.15016988,21.32367421582172,0.7709035769916992,0.92882824
POCEMR049_T2.nii.gz,0.124442115,0.055971228,0.23658238,0.10024819,0.22764331,18.54095129942779,0.6667202474407818,0.88125765
POCEMR054_T2.nii.gz,0.09011108,0.033631735,0.18338957,0.073281564,0.124706455,20.75310701033455,0.7781429067900781,0.9375951
POCEMR056_T2.nii.gz,0.09137329,0.034968473,0.18699859,0.0730682,0.16053244,20.58383330220895,0.7325890810234391,0.91637075
POCEMR061_T2.nii.gz,0.0886538,0.034164928,0.18483756,0.075454585,0.14661658,20.68479501753959,0.7500519697124932,0.9254929
POCEMR062_T2.nii.gz,0.10626134,0.042564876,0.20631257,0.08432376,0.16012351,19.73008643986076,0.7310415682755887,0.9184091
POCEMR064_T2.nii.gz,0.089892946,0.033485115,0.18298939,0.074449256,0.15706365,20.772081756067912,0.7538672155722792,0.9187863
POCEMR065_T2.nii.gz,0.08166861,0.030126024,0.1735685,0.07389146,0.12930594,21.231181626432797,0.8013118011725605,0.93417335
POCEMR067_T2.nii.gz,0.110824555,0.045743454,0.2138772,0.087820984,0.18916367,19.41731039750583,0.720657518543697,0.9046963
POCEMR073_T2.nii.gz,0.08839367,0.034412082,0.18550494,0.074474625,0.16828273,20.65349030621548,0.7584536370013235,0.9137565
POCEMR074_T2.nii.gz,0.07770999,0.027750446,0.16658466,0.06864827,0.14459325,21.58790031846618,0.781866849917751,0.9265685
POCEMR079_T2.nii.gz,0.08764866,0.03444611,0.18559663,0.0743681,0.16371411,20.649198195728324,0.7562225208447672,0.9170831
POCEMR080_T2.nii.gz,0.09303206,0.03522463,0.18768226,0.07453645,0.17441547,20.552135421915317,0.7501715330094741,0.9126424
POCEMR082_T2.nii.gz,0.08451581,0.029149964,0.1707336,0.0716484,0.12000129,21.374219690234465,0.7912923905143359,0.9398072
POCEMR083_T2.nii.gz,0.094065316,0.03509786,0.18734422,0.07797535,0.14095598,20.567793906868438,0.7669190650976537,0.9303361
POCEMR086_T2.nii.gz,0.088691294,0.034265347,0.18510902,0.0746621,0.18047388,20.6720486364912,0.7322176449489219,0.906898
POCEMR088_T2.nii.gz,0.095007226,0.036462348,0.19095117,0.07695285,0.1629669,20.402153762674544,0.7541092811263953,0.917124
POCEMR092_T2.nii.gz,0.094524786,0.036979545,0.19230066,0.078553915,0.16032057,20.340984401520107,0.7612232512025979,0.9192656
POCEMR093_T2.nii.gz,0.076562226,0.026295712,0.16215953,0.067353524,0.11923922,21.82175038337519,0.8120619397950635,0.9405924
POCEMR095_T2.nii.gz,0.08458024,0.031272285,0.17683971,0.07469702,0.15215497,21.06900373869997,0.7793437688203484,0.92331386
POCEMR097_T2.nii.gz,0.08229616,0.031618692,0.17781645,0.07232072,0.14251868,21.021161336526546,0.7932793603728097,0.928317
POCEMR098_T2.nii.gz,0.0712813,0.022134624,0.1487771,0.062187444,0.12713428,22.569878471903067,0.7816698092060438,0.9374114
POCEMR099_T2.nii.gz,0.078397304,0.027157238,0.16479453,0.06968621,0.13304836,21.681744150958814,0.7868547374610524,0.9332175
POCEMR101_T2.nii.gz,0.09250345,0.033202533,0.18221562,0.07730021,0.15322345,20.808887713866852,0.7661567450378034,0.9239478
POCEMR102_T2.nii.gz,0.08565726,0.03174877,0.17818186,0.07327947,0.1511769,21.00333086651716,0.7806365885847891,0.9255238
POCEMR104_T2.nii.gz,0.095905945,0.03900439,0.19749528,0.08055337,0.15803747,20.109464952249233,0.751533256476101,0.9188139
